Radius,Height,Volume
1.8372691930867542,0.8197512484711893,8.688750384398752
1.1337622826823186,0.8157944445042308,3.2927169678226846
1.8025916036882372,1.5902172767936542,16.224854215412883
0.8592972693867398,1.7890513820256648,4.148005516769623
0.5377155077703575,0.5760063141915261,0.5229522257832233
1.8806359895444604,1.6027171465706065,17.7990169691854
1.7979250276033718,1.0201573104341295,10.35475791772434
0.988391946575448,1.5344723613506126,4.707031608702222
1.4521359851670366,0.9342418279592646,6.18590906190857
1.0451752643159278,1.2451975607009858,4.2711630933321025
0.7333811726592905,1.2999088819991615,2.195341425129703
1.7657180363176008,1.7335906712565454,16.97144870520778
1.8519557880289284,0.7851860537821727,8.455970404273193
1.5071165270488622,0.8582912836831406,6.121502269677397
1.949807707423861,0.8066667979211368,9.629581109832632
1.3229579052944782,1.89436153079056,10.410811074826263
1.0013428237243942,1.9268672957638204,6.06662336134986
1.4969325305048766,1.1330140474749464,7.972038642399831
1.1174651917049585,1.9114101037512403,7.494653061220642
0.6360883925704492,1.5224754889948189,1.9342602132972264
1.7842372826260249,1.6849012371253744,16.8426070800918
1.4113175585290412,1.710166935211426,10.695907611508346
1.4360524652507012,0.5545328024292885,3.5908519777304067
1.391013328700816,1.2662179926064066,7.69308819602078
1.9484609068990943,0.7891758637708141,9.407773130128756
1.2622271839776695,0.8482845538300423,4.243715543920846
1.3041313826983243,1.319135351927908,7.04468695663005
0.7966019070800268,0.8603050239159312,1.7142130251677734
1.83681777280736,1.9509143240619515,20.668073215080856
1.236307578556043,0.5089171755700869,2.442473268194449
0.7629498901623759,0.8600076857982478,1.571896729116434
1.161989237809935,0.801786230667491,3.3993231598866966
1.2300438707545849,0.6099347055914915,2.8977051739866186
1.8323655762227884,0.8109210418299524,8.549337586263826
0.7180393065709304,0.53383811514359,0.8642425892149195
0.9877853342648836,1.7368828842214594,5.32139296726894
1.0033861180723935,1.154879221033374,3.6509206331804753
1.8639775669182068,0.6844429281711559,7.467036105203028
1.875404229587877,0.7763673363239072,8.574063302862331
